fips,m_w_ins,m_wo_ins,f_w_ins,f_wo_ins,all_w_ins,all_wo_ins
35021,274,17,246,27,520,44
35023,1879,352,1862,430,3741,782
35025,27173,6335,26439,6606,53612,12941
35027,8397,1373,8737,1283,17134,2656
35028,8611,523,8183,510,16794,1033
35029,9539,2561,10103,2219,19642,4780
35031,23399,12014,26997,11227,50396,23241
35033,1699,527,2067,367,3766,894
35035,24419,4996,26535,4567,50954,9563
35037,3576,613,4109,365,7685,978
35039,15072,4355,16670,3586,31742,7941
35041,7984,1736,8234,1470,16218,3206
35043,57383,9182,61538,7749,118921,16931
35045,46708,14508,50124,12443,96832,26951
35047,11235,2535,11977,2358,23212,4893
35049,56164,13908,63236,11977,119400,25885
35051,4718,973,5002,681,9720,1654
35053,7482,1584,7246,1080,14728,2664
35055,13285,2640,14135,2679,27420,5319
35057,5959,1566,6662,909,12621,2475
35059,1427,400,1549,346,2976,746
35061,30560,6254,33613,4273,64173,10527
32001,9756,1871,9845,1873,19601,3744
32003,799278,201993,830625,180211,1629903,382204
32005,19911,3602,20431,2952,40342,6554
32007,22496,3962,20493,3991,42989,7953
32009,387,128,475,146,862,274
32011,652,140,732,140,1384,280
32013,7339,1429,6497,1574,13836,3003
32015,2775,447,2096,590,4871,1037
32017,2095,415,1919,390,4014,805
32019,21106,4645,21605,3982,42711,8627
32021,1926,446,1816,296,3742,742
32023,17457,3427,17963,3405,35420,6832
32027,1995,525,1846,413,3841,938
32029,1493,376,1826,210,3319,586
32031,176960,39625,183055,32403,360015,72028
32033,3873,526,3532,731,7405,1257
32510,21461,4907,22411,3802,43872,8709
36001,136092,11096,149544,7079,285636,18175
36003,21718,2411,21566,1902,43284,4313
36005,546151,112171,667792,79977,1213943,192148
36007,87879,8190,93618,5438,181497,13628
36009,34324,4389,35911,3604,70235,7993
36011,34015,3875,35593,2514,69608,6389
36013,58267,5797,61793,4155,120060,9952
36015,37175,2867,41183,2753,78358,5620
36017,21882,2543,22703,1852,44585,4395
36019,35166,2815,37281,1930,72447,4745
36021,27711,2424,28700,1636,56411,4060
36023,21754,1994,23643,1182,45397,3176
36025,21050,2238,21095,1983,42145,4221
36027,128932,12845,138223,9320,267155,22165
36029,407808,30636,449962,21593,857770,52229
36031,16571,1724,17184,1210,33755,2934
36033,20904,2679,20771,2095,41675,4774
36035,23688,2953,25023,2103,48711,5056
36037,26500,2833,27875,1715,54375,4548
36039,20501,1739,21459,1697,41960,3436
36041,2029,353,2217,137,4246,490
36043,27782,3525,30157,1908,57939,5433
36045,45675,4905,52114,3727,97789,8632
36047,1049003,174172,1225395,136478,2274398,310650
36049,12000,1526,12111,1135,24111,2661
36051,28323,2011,30406,1597,58729,3608
36053,32642,2656,35019,1471,67661,4127
36055,332340,26459,364808,18562,697148,45021
36057,21624,2545,23046,1810,44670,4355
36059,595139,56534,648611,44182,1243750,100716
36061,681115,82373,793398,61737,1474513,144110
36063,95704,7556,103074,5711,198778,13267
36065,101852,8753,109110,6067,210962,14820
36067,205440,17840,226524,13226,431964,31066
36069,48533,4413,52278,2959,100811,7372
36071,163553,16726,173191,12204,336744,28930
36073,17756,1951,18283,1388,36039,3339
36075,54654,5561,56407,3777,111061,9338
36077,26884,2673,29350,1834,56234,4507
36079,45157,4059,46074,3540,91231,7599
36081,908912,199532,1019688,158193,1928600,357725
36083,72733,5474,76458,3465,149191,8939
36085,207045,19813,227781,13987,434826,33800
36087,140580,15354,149776,12368,290356,27722
36089,47996,6068,50035,4289,98031,10357
36091,101757,6317,107942,4428,209699,10745
36093,68218,6160,74298,4396,142516,10556
36095,14353,1482,15212,754,29565,2236
36097,7916,1114,8390,669,16306,1783
36099,14250,1859,14865,1491,29115,3350
36101,43195,5104,45215,3995,88410,9099
36103,658711,72441,702061,52982,1360772,125423
36105,32306,4817,33861,3063,66167,7880
36107,22472,2139,23751,1473,46223,3612
36109,47132,3403,50126,2334,97258,5737
36111,77152,9528,83276,7023,160428,16551
36113,28599,3065,30686,2238,59285,5303
36115,26765,3041,27667,2246,54432,5287
36117,40840,4148,42943,3420,83783,7568
36119,407309,52745,455397,38864,862706,91609
36121,17208,1597,17779,1163,34987,2760
36123,9630,2453,10188,2558,19818,5011
39001,11652,2202,12190,1922,23842,4124
39003,44827,6106,47505,4170,92332,10276
39005,22362,3470,23713,3127,46075,6597
39007,41075,6662,43352,5542,84427,12204
39009,29257,2799,29877,2350,59134,5149
39011,21176,1386,21370,1430,42546,2816
39013,28812,3352,30819,2786,59631,6138
39015,18406,3112,19983,2198,38389,5310
39017,163145,17748,173128,15304,336273,33052
39019,12116,1990,12340,1632,24456,3622
39021,17416,1966,18175,1353,35591,3319
39023,58470,6984,63812,5794,122282,12778
39025,88894,9365,92534,8239,181428,17604
39027,18135,2474,19000,1970,37135,4444
39029,44011,6434,46550,5526,90561,11960
39031,15556,2590,15536,2660,31092,5250
39033,18546,2003,19625,2020,38171,4023
39035,526859,66437,601157,53215,1128016,119652
39037,22865,2645,24022,2213,46887,4858
39039,16977,2192,17511,1679,34488,3871
39041,86544,4668,89842,3441,176386,8109
39043,32644,4193,35368,3004,68012,7197
39045,66091,5886,69770,4743,135861,10629
39047,12093,1818,12750,1609,24843,3427
39049,511117,77423,557121,62162,1068238,139585
39051,19523,1367,20214,999,39737,2366
39053,12476,2209,13705,1756,26181,3965
39055,40116,5896,42688,4557,82804,10453
39057,71331,6600,77789,4516,149120,11116
39059,16774,2444,18074,1851,34848,4295
39061,339523,43509,380210,32950,719733,76459
39063,33307,3300,35026,2975,68333,6275
39065,13877,1873,13905,1877,27782,3750
39067,6814,776,6933,858,13747,1634
39069,12487,1198,13137,831,25624,2029
39071,18337,2813,18763,2841,37100,5654
39073,12117,1860,12703,1551,24820,3411
39075,12699,8654,12058,9249,24757,17903
39077,25591,3298,27087,2445,52678,5743
39079,13973,1942,14869,1741,28842,3683
39081,29123,3514,31757,2923,60880,6437
39083,25850,3783,27262,3531,53112,7314
39085,101515,9739,107925,8200,209440,17939
39087,26399,3593,28448,2803,54847,6396
39089,74195,7804,77981,7386,152176,15190
39091,19176,3129,20589,2276,39765,5405
39093,130768,13366,141653,10783,272421,24149
39095,183219,25409,203622,18716,386841,44125
39097,16709,2312,18209,1293,34918,3605
39099,98779,11550,109376,9338,208155,20888
39101,25849,3294,27630,3027,53479,6321
39103,79425,6220,82372,5707,161797,11927
39105,9951,1527,10483,1304,20434,2831
39107,18786,1591,18863,1252,37649,2843
39109,45696,4834,48031,4148,93727,8982
39111,6389,842,6423,747,12812,1589
39113,221306,31005,249399,23700,470705,54705
39115,6195,1159,6417,954,12612,2113
39117,15638,1728,15715,1616,31353,3344
39119,36412,4893,39884,3967,76296,8860
39121,5243,646,5432,657,10675,1303
39123,18685,1501,19028,1519,37713,3020
39125,8635,838,8773,817,17408,1655
39127,16107,1826,15993,1823,32100,3649
39129,23689,2254,24408,2016,48097,4270
39131,11707,2310,12640,1357,24347,3667
39133,71543,7060,75801,6452,147344,13512
39135,18511,2018,18795,2029,37306,4047
39137,16179,831,16121,790,32300,1621
39139,49703,6482,53371,6270,103074,12752
39141,31008,4216,33149,3191,64157,7407
39143,26820,2648,27470,2397,54290,5045
39145,31964,4628,34529,4037,66493,8665
39147,25100,2377,25497,1961,50597,4338
39149,22360,2057,22913,1377,45273,3434
39151,161717,18295,175145,15018,336862,33313
39153,232858,27322,255090,21505,487948,48827
39155,85163,12942,94128,10463,179291,23405
39157,39847,5517,41619,4711,81466,10228
39159,23304,1945,23504,1475,46808,3420
39161,12572,1307,13315,1101,25887,2408
39163,5730,896,5921,614,11651,1510
39165,98462,6599,103216,5654,201678,12253
39167,26597,3277,28123,2685,54720,5962
39169,48314,8351,49904,7723,98218,16074
39171,16155,1681,17156,1254,33311,2935
39173,58179,4587,61220,3660,119399,8247
39175,9865,1105,10393,840,20258,1945
40001,7818,3227,8131,2961,15949,6188
40003,2091,355,1982,294,4073,649
40005,4620,1271,5148,1433,9768,2704
40007,2319,347,2318,467,4637,814
40009,9006,1957,8870,1800,17876,3757
40011,3144,469,3941,527,7085,996
40013,16794,4402,18231,4136,35025,8538
40015,10739,3495,10819,3197,21558,6692
40017,54096,6921,57233,6067,111329,12988
40019,18995,4017,20961,3842,39956,7859
40021,18034,5459,18325,5702,36359,11161
40023,5331,1895,5919,1797,11250,3692
40025,950,204,996,168,1946,372
40027,113205,16326,119149,14496,232354,30822
40029,2095,743,2242,666,4337,1409
40031,44938,8863,50108,8306,95046,17169
40033,2377,585,2497,531,4874,1116
40035,5675,1233,5666,1430,11341,2663
40037,28847,5822,29842,5449,58689,11271
40039,11710,2539,11990,2291,23700,4830
40041,16145,4162,16743,3980,32888,8142
40043,2008,415,2034,302,4042,717
40045,1793,244,1874,184,3667,428
40047,24926,4571,26885,3714,51811,8285
40049,11088,2352,11481,2294,22569,4646
40051,22055,4218,22808,3956,44863,8174
40053,2010,177,1982,270,3992,447
40055,2078,458,2015,490,4093,948
40057,1104,235,1257,164,2361,399
40059,1568,307,1643,232,3211,539
40061,4857,1485,4929,1510,9786,2995
40063,4591,1275,4939,1300,9530,2575
40065,9811,1887,10682,2080,20493,3967
40067,2425,695,2433,636,4858,1331
40069,4257,1055,4298,1292,8555,2347
40071,18064,4099,19228,3530,37292,7629
40073,6676,903,6395,1169,13071,2072
40075,3787,676,3804,836,7591,1512
40077,4119,1194,4221,1032,8340,2226
40079,18447,5735,19478,5085,37925,10820
40081,14153,2800,14337,2813,28490,5613
40083,18313,3563,19275,2987,37588,6550
40085,3860,847,4177,694,8037,1541
40087,15556,2496,15845,2338,31401,4834
40089,12335,3672,12912,3806,25247,7478
40091,7958,1904,8188,1922,16146,3826
40093,3355,473,3344,464,6699,937
40095,6309,1554,6322,1597,12631,3151
40097,15800,4325,16888,3557,32688,7882
40099,5264,1276,5525,1259,10789,2535
40101,25770,6904,27841,6878,53611,13782
40103,4961,617,5314,514,10275,1131
40105,4128,968,4379,876,8507,1844
40107,4562,1234,4333,1219,8895,2453
40109,290614,69706,319677,62086,610291,131792
40111,15883,3339,16422,3157,32305,6496
40113,19240,3500,20344,3542,39584,7042
40115,12486,3031,13216,2909,25702,5940
40117,6814,1378,6761,1390,13575,2768
40119,33802,5931,33833,4760,67635,10691
40121,17011,4194,17701,4141,34712,8335
40123,14501,3790,15928,3381,30429,7171
40125,27591,5917,29672,5679,57263,11596
40127,4053,1387,4462,1195,8515,2582
40129,1630,235,1652,240,3282,475
40131,38004,5648,39145,5424,77149,11072
40133,9442,2759,10115,2725,19557,5484
40135,15333,4912,16477,4370,31810,9282
40137,18163,3303,19398,3340,37561,6643
40139,8757,2504,8372,1825,17129,4329
40141,2957,668,3127,598,6084,1266
40143,247089,54017,268472,48606,515561,102623
40145,31523,5502,33066,4991,64589,10493
40147,20860,3976,22595,3927,43455,7903
40149,5025,707,5024,670,10049,1377
40151,3677,585,3657,402,7334,987
40153,9307,902,8779,978,18086,1880
41001,6847,845,6962,883,13809,1728
41003,39465,3980,39520,3280,78985,7260
41005,171023,19794,179518,17540,350541,37334
41007,15177,2761,16376,2292,31553,5053
41009,21777,2706,22015,2569,43792,5275
41011,25506,4579,27783,3960,53289,8539
41013,9015,1309,9178,1372,18193,2681
41015,9356,1432,10131,1275,19487,2707
41017,69387,12338,72618,11600,142005,23938
41019,45725,6764,48143,5915,93868,12679
41021,754,177,787,152,1541,329
41023,3005,487,3207,443,6212,930
41025,3115,433,3168,407,6283,840
41027,9311,1994,9671,1692,18982,3686
41029,84534,16280,92282,14188,176816,30468
41031,8583,2016,8962,1739,17545,3755
41033,34548,5828,37702,4663,72250,10491
41035,28026,4452,28850,4124,56876,8576
41037,3203,540,3147,471,6350,1011
41039,150317,24192,161782,19249,312099,43441
41041,18568,3765,20081,3652,38649,7417
41043,50776,7628,53255,6574,104031,14202
41045,11227,2206,11663,2105,22890,4311
41047,131443,24315,141525,20041,272968,44356
41049,5057,741,4632,766,9689,1507
41051,323119,53210,345432,41447,668551,94657
41053,32708,4268,36242,3666,68950,7934
41055,704,199,766,126,1470,325
41057,10705,1559,10946,1557,21651,3116
41059,30466,5561,31784,4760,62250,10321
41061,10846,1648,11547,1416,22393,3064
41063,2903,428,3121,311,6024,739
41065,10397,1964,11059,1641,21456,3605
41067,238347,34065,251792,28520,490139,62585
41069,609,40,614,76,1223,116
41071,42081,6619,45550,4735,87631,11354
42001,45267,4419,46924,3839,92191,8258
42003,536490,48058,596998,35491,1133488,83549
42005,30637,2828,31315,2661,61952,5489
42007,75565,5976,81562,5378,157127,11354
42009,21515,2699,21871,2457,43386,5156
42011,179872,20953,191095,17231,370967,38184
42013,55111,5728,59618,4406,114729,10134
42015,26927,3428,28330,2923,55257,6351
42017,283543,20263,300110,16531,583653,36794
42019,84451,5945,88136,5118,172587,11063
42021,59888,5256,65635,4046,125523,9302
42023,2224,193,2302,105,4526,298
42025,28504,2939,29761,2620,58265,5559
42027,73881,5854,70268,4384,144149,10238
42029,226928,20920,240899,16180,467827,37100
42031,16960,2041,18309,1721,35269,3762
42033,33960,3682,35154,3195,69114,6877
42035,16748,2119,18306,1834,35054,3953
42037,29360,2388,32437,1957,61797,4345
42039,36696,5586,38231,5244,74927,10830
42041,105040,9174,113648,7226,218688,16400
42043,115148,13772,127773,11033,242921,24805
42045,241202,23418,269945,19730,511147,43148
42047,14208,1204,14844,791,29052,1995
42049,121595,12453,131087,9475,252682,21928
42051,57134,6460,62630,5263,119764,11723
42053,1618,95,1800,156,3418,251
42055,63891,10065,68419,8597,132310,18662
42057,6665,725,6698,562,13363,1287
42059,14997,1423,16705,1409,31702,2832
42061,18556,2031,19914,1550,38470,3581
42063,37802,5238,38940,4362,76742,9600
42065,19527,2451,19928,2305,39455,4756
42067,10386,1917,10615,1643,21001,3560
42069,91401,9669,101629,6991,193030,16660
42071,221257,34798,235699,31456,456956,66254
42073,38993,3672,41997,3459,80990,7131
42075,57116,8512,61657,6814,118773,15326
42077,151765,19454,165135,15567,316900,35021
42079,137597,14632,148186,11958,285783,26590
42081,51054,5422,52534,4512,103588,9934
42083,18718,1718,18801,1542,37519,3260
42085,48461,5240,53276,4406,101737,9646
42087,19174,3604,20046,3293,39220,6897
42089,71747,10430,76082,8624,147829,19054
42091,361453,25180,392043,20908,753496,46088
42093,7936,723,8717,523,16653,1246
42095,132436,12987,141524,9699,273960,22686
42097,39185,4548,41667,4065,80852,8613
42099,19945,2762,20190,2275,40135,5037
42101,612194,114397,726984,87190,1339178,201587
42103,25086,2848,25903,2381,50989,5229
42105,7682,900,7666,898,15348,1798
42107,61870,6938,64964,5868,126834,12806
42109,16547,3112,17299,2766,33846,5878
42111,32134,3445,33368,2942,65502,6387
42113,2854,366,2758,213,5612,579
42115,18579,2615,18736,2134,37315,4749
42117,18480,2352,18945,2094,37425,4446
42119,17003,2494,17874,2024,34877,4518
42121,23455,2613,25029,2049,48484,4662
42123,18265,1861,18589,1539,36854,3400
42125,93215,7837,99622,5900,192837,13737
42127,21793,2342,22210,1717,44003,4059
42129,161502,12108,173372,9949,334874,22057
42131,12674,1311,12815,1103,25489,2414
42133,193984,20254,205039,15547,399023,35801
72001,8508,735,8931,743,17439,1478
72003,18314,1588,19844,820,38158,2408
72005,24847,1964,28434,1216,53281,3180
72007,12406,1086,13730,389,26136,1475
72009,11555,445,12538,281,24093,726
72011,13385,469,14389,264,27774,733
72013,39611,3674,45973,1964,85584,5638
72015,8381,511,9840,275,18221,786
72017,10934,903,12446,461,23380,1364
72019,14026,623,14797,284,28823,907
72021,80901,8055,97722,5274,178623,13329
72023,22323,1644,25163,1152,47486,2796
72025,58988,5519,69285,3995,128273,9514
72027,15448,901,16692,883,32140,1784
72029,19868,3059,22331,2112,42199,5171
72031,67743,9505,85104,5130,152847,14635
72033,11333,1325,13343,679,24676,2004
72035,20548,1901,22717,1442,43265,3343
72037,5564,466,6469,308,12033,774
72039,8143,634,8914,221,17057,855
72041,18981,1539,20672,960,39653,2499
72043,18314,1247,19813,846,38127,2093
72045,9458,664,9875,342,19333,1006
72047,16438,913,18004,400,34442,1313
72049,777,103,622,55,1399,158
72051,16997,1180,19085,790,36082,1970
72053,14742,1442,17381,916,32123,2358
72054,5696,320,6206,173,11902,493
72055,8125,651,8945,479,17070,1130
72057,18182,1545,21330,645,39512,2190
72059,9262,549,10224,359,19486,908
72061,39983,4428,47007,2216,86990,6644
72063,20428,1732,23288,1121,43716,2853
72065,18637,1398,20476,1034,39113,2432
72067,7294,502,8531,392,15825,894
72069,24593,1790,28617,915,53210,2705
72071,19773,1757,21424,1262,41197,3019
72073,7616,130,7840,116,15456,246
72075,21979,1317,24571,962,46550,2279
72077,17347,1781,19944,977,37291,2758
72079,11222,826,12069,568,23291,1394
72081,12665,1433,13317,1100,25982,2533
72083,4377,222,4619,19,8996,241
72085,17134,1490,19355,560,36489,2050
72087,11617,1713,13850,1249,25467,2962
72089,8170,943,9821,480,17991,1423
72091,17726,2075,20365,1575,38091,3650
72093,2963,181,3037,134,6000,315
72095,5409,365,5803,119,11212,484
72097,36046,3401,41326,1986,77372,5387
72099,17789,1106,18949,756,36738,1862
72101,15102,956,15465,755,30567,1711
72103,12078,635,13616,440,25694,1075
72105,13721,963,14420,594,28141,1557
72107,10945,386,11007,152,21952,538
72109,8535,540,9031,335,17566,875
72111,10590,493,11393,258,21983,751
72113,67617,5239,77442,3134,145059,8373
72115,11639,614,12568,378,24207,992
72117,6878,341,7383,202,14261,543
72119,22740,2220,25791,1333,48531,3553
72121,10724,763,12264,450,22988,1213
72123,13279,1144,14744,739,28023,1883
72125,15739,821,16824,654,32563,1475
72127,144902,23415,183634,15978,328536,39393
72129,18179,1259,19365,910,37544,2169
72131,17816,1840,19621,1084,37437,2924
72133,10348,714,10934,894,21282,1608
72135,32717,3286,36357,2166,69074,5452
72137,36247,3895,42118,2794,78365,6689
72139,30934,2896,35846,1920,66780,4816
72141,14090,1265,14979,1120,29069,2385
72143,17345,1382,19009,820,36354,2202
72145,25120,2154,27587,1822,52707,3976
72147,4128,457,4261,284,8389,741
72149,11330,565,12338,247,23668,812
72151,16543,1026,17951,679,34494,1705
72153,17710,1207,19557,737,37267,1944
44001,21668,1527,23909,1403,45577,2930
44003,73271,5936,79937,4404,153208,10340
44005,34929,3532,38696,2747,73625,6279
44007,259880,39761,291105,29863,550985,69624
44009,56838,3949,61538,3037,118376,6986
45001,10557,1616,11107,1521,21664,3137
45003,66457,11763,73660,10259,140117,22022
45005,3288,870,3874,725,7162,1595
45007,77981,13678,84828,13434,162809,27112
45009,5833,1422,6560,1456,12393,2878
45011,8393,1764,10059,1590,18452,3354
45013,65203,13044,74251,11394,139454,24438
45015,76790,14687,82601,13959,159391,28646
45017,5943,1245,6540,1110,12483,2355
45019,147518,27588,165993,24784,313511,52372
45021,22852,4085,24214,4363,47066,8448
45023,13333,2418,14555,2043,27888,4461
45025,18061,4230,20021,3415,38082,7645
45027,12476,2754,14807,2550,27283,5304
45029,13977,3684,16615,3138,30592,6822
45031,26494,5130,30063,5479,56557,10609
45033,11823,2818,13869,2550,25692,5368
45035,58873,9427,65555,8997,124428,18424
45037,10071,1561,10803,1356,20874,2917
45039,8822,2045,10276,1634,19098,3679
45041,54653,9130,64203,8756,118856,17886
45043,23043,5322,25907,5666,48950,10988
45045,191418,36038,210433,32540,401851,68578
45047,26455,5937,30943,5161,57398,11098
45049,7981,1277,8585,1251,16566,2528
45051,110502,30159,122928,25877,233430,56036
45053,9645,3107,10827,2293,20472,5400
45055,25576,4545,27680,4370,53256,8915
45057,31574,6691,35660,5498,67234,12189
45059,26436,5237,28520,5001,54956,10238
45061,6869,1249,7676,1059,14545,2308
45063,113462,18221,123168,15916,236630,34137
45065,3739,490,4037,355,7776,845
45067,11895,2774,14719,2576,26614,5350
45069,9909,2000,11330,1652,21239,3652
45071,15554,2451,17302,1876,32856,4327
45073,30610,5988,32900,4886,63510,10874
45075,33986,8236,40299,7329,74285,15565
45077,51713,7705,52787,7184,104500,14889
45079,151728,23127,176936,21861,328664,44988
45081,7809,2323,8061,1629,15870,3952
45083,116394,21970,128890,19821,245284,41791
45085,41053,7699,47931,7265,88984,14964
45087,11273,1890,12828,1661,24101,3551
45089,11827,2608,14320,2656,26147,5264
45091,100411,14632,109930,13654,210341,28286
46003,1228,120,1171,92,2399,212
46005,8284,702,7876,999,16160,1701
46007,1209,437,1419,333,2628,770
46009,2563,127,2707,185,5270,312
46011,15337,1441,14945,1191,30282,2632
46013,16936,1375,17705,1494,34641,2869
46015,2230,329,2358,273,4588,602
46017,498,529,542,469,1040,998
46019,4029,966,4329,836,8358,1802
46021,702,29,757,60,1459,89
46023,3578,909,3650,869,7228,1778
46025,1657,175,1603,126,3260,301
46027,6070,851,6226,656,12296,1507
46029,12669,1152,12462,1165,25131,2317
46031,1558,565,1619,407,3177,972
46033,3586,437,3623,442,7209,879
46035,8778,1039,9135,456,17913,1495
46037,2426,334,2393,305,4819,639
46039,2086,138,1909,140,3995,278
46041,1728,959,1860,987,3588,1946
46043,1168,245,1283,181,2451,426
46045,1770,142,1888,97,3658,239
46047,2999,348,3005,351,6004,699
46049,1135,88,1011,70,2146,158
46051,3334,406,3284,156,6618,562
46053,1909,213,1848,206,3757,419
46055,938,104,924,78,1862,182
46057,2741,245,2698,157,5439,402
46059,1529,163,1557,71,3086,234
46061,1601,123,1553,106,3154,229
46063,612,57,586,50,1198,107
46065,7561,789,7576,567,15137,1356
46067,3235,294,3261,193,6496,487
46069,644,56,600,76,1244,132
46071,1213,368,1242,371,2455,739
46073,877,76,983,54,1860,130
46075,326,64,332,59,658,123
46077,2374,181,2323,141,4697,322
46079,5612,476,5438,410,11050,886
46081,10268,1828,10732,1570,21000,3398
46083,23479,1225,23552,1339,47031,2564
46085,1540,469,1464,342,3004,811
46087,2512,236,2556,160,5068,396
46089,935,208,971,61,1906,269
46091,2212,202,1946,276,4158,478
46093,11335,1390,10920,1420,22255,2810
46095,733,290,867,162,1600,452
46097,1070,81,1019,94,2089,175
46099,78600,9208,81047,7340,159647,16548
46101,2765,439,2955,224,5720,663
46102,3849,2948,5023,2313,8872,5261
46103,44048,6865,45946,6281,89994,13146
46105,1314,183,1308,131,2622,314
46107,1000,78,1059,94,2059,172
46109,4011,1062,4127,920,8138,1982
46111,1130,77,1005,73,2135,150
46115,3000,267,2865,288,5865,555
46117,1328,167,1350,117,2678,284
46119,712,111,600,46,1312,157
46121,3268,1556,3624,1455,6892,3011
46123,2333,379,2383,265,4716,644
46125,3818,305,3733,289,7551,594
46127,6911,503,6929,379,13840,882
46129,2297,304,2438,278,4735,582
46135,9303,1212,9798,833,19101,2045
46137,958,433,1131,311,2089,744
47001,31601,4647,34889,3459,66490,8106
47003,18606,3862,20181,2944,38787,6806
47005,6716,1206,6888,1290,13604,2496
47007,5313,1192,5129,829,10442,2021
47009,52291,7725,57700,6300,109991,14025
47011,41416,7723,45811,6183,87227,13906
47013,16363,2910,18002,2375,34365,5285
47015,5791,915,6198,715,11989,1630
47017,11861,1745,12746,1520,24607,3265
47019,22671,4536,24963,3704,47634,8240
47021,16596,2798,17778,1931,34374,4729
47023,6992,1252,7753,1251,14745,2503
47025,13480,1832,14369,1537,27849,3369
47027,3289,504,3422,472,6711,976
47029,14340,2761,15175,2755,29515,5516
47031,21912,3746,23965,3245,45877,6991
47033,5490,1360,6572,965,12062,2325
47035,23269,4419,25675,3444,48944,7863
47037,257116,55169,294365,43931,551481,99100
47039,4817,783,5231,628,10048,1411
47041,7851,1534,8119,1287,15970,2821
47043,21205,3245,22550,2955,43755,6200
47045,16136,1960,17505,1914,33641,3874
47047,16771,2081,17849,1678,34620,3759
47049,7050,1592,7986,1068,15036,2660
47051,17691,2152,18771,2174,36462,4326
47053,19759,3175,22788,2799,42547,5974
47055,11866,2083,13097,1514,24963,3597
47057,9876,1399,10088,1227,19964,2626
47059,27714,5087,30385,4211,58099,9298
47061,5078,1516,5653,1091,10731,2607
47063,24472,5810,27420,4556,51892,10366
47065,143730,21800,161207,17627,304937,39427
47067,2707,442,2959,371,5666,813
47069,9478,1499,10360,1465,19838,2964
47071,10421,2093,11258,1736,21679,3829
47073,23655,3800,26009,2563,49664,6363
47075,6982,1432,8640,961,15622,2393
47077,11764,1556,12878,1541,24642,3097
47079,13056,2240,14504,1927,27560,4167
47081,9243,2136,9564,1870,18807,4006
47083,3525,482,3603,487,7128,969
47085,7632,1281,8283,831,15915,2112
47087,4755,970,4997,596,9752,1566
47089,22099,3314,23371,2941,45470,6255
47091,6761,1094,7420,917,14181,2011
47093,188715,25474,205163,21468,393878,46942
47095,1964,378,2389,250,4353,628
47097,9660,1851,11096,1950,20756,3801
47099,16920,3586,17705,3572,34625,7158
47101,5069,822,4928,891,9997,1713
47103,14055,2213,15084,1824,29139,4037
47105,21340,2980,22655,2853,43995,5833
47107,21366,3828,23727,2762,45093,6590
47109,10633,1884,11543,1691,22176,3575
47111,9374,1653,10107,1307,19481,2960
47113,39539,6281,45874,5340,85413,11621
47115,11793,1866,12648,1684,24441,3550
47117,12891,2314,13708,1923,26599,4237
47119,34469,5451,38701,4290,73170,9741
47121,4855,816,5065,839,9920,1655
47123,19103,3290,19523,2866,38626,6156
47125,70256,10425,82598,9307,152854,19732
47127,2754,284,2852,367,5606,651
47129,7940,1055,8613,955,16553,2010
47131,12513,2215,14041,1941,26554,4156
